candidate_id,strategy,pf_is,pf_oos,max_dd,corr,trades
cand-breakout,breakout_4h,1.0664619392987422,1.1679509146729246,0.14884819075760367,0.1454711108093331,136
cand-range,range_reversion_5m,0.9656889984090203,1.0267598255602897,0.2261279310630001,-0.0026443656597040077,6982
cand-vole,volatility_expansion_15m,0.5234995984808275,0.18973191657085467,0.11171782280677081,-0.02215357987440097,25
cand-funding,funding_reversion,0.0,0.0,0.0,0.0,0
